HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper
61960,9535,324,4.34,0.14,158.0,0.0,241.0,299.0,404.0,203.0,518.0,68,50.0,579.0,95,72.0,2.13,2.12,2.08,2.0,2.2,68,1.9,2.4,95,2.04,3903402278745164672,4.817379,223046176.74019015,332827.172909827,4.9001779999999995,151524945.9141229,146272.45653436772,4.795942,96915062.78492329,310020.06570189376,,,
61968,10431,355,4.17,0.14,124.0,0.0,100.0,119.0,186.0,67.0,290.0,68,17.0,345.0,95,258.0,2.35,2.34,2.31,2.2,2.4,68,2.2,2.6,95,2.46,3709988940650146560,5.556334,112930893.944505,85005.8239030191,5.5699883,81763597.48641482,93570.92418889623,5.5835195,46920236.91855202,114269.98765448664,,,
61983,6670,227,4.3,0.14,,,1702.0,1728.0,1518.0,1280.0,2112.0,68,1029.0,2818.0,95,933.0,1.69,1.68,1.63,1.5,1.8,65,1.4,2.0,95,1.31,6061243876061665280,8.62425,6693389.305770585,1209.4042958356881,8.858265,3955936.3921077535,2226.2908519178995,8.276515,3927914.614156958,2593.2895332860253,3.5642263999999995,3.5383377,3.590115
62013,6467,220,3.97,0.14,,,1803.0,2188.0,2699.0,1189.0,5623.0,68,251.0,7499.0,95,2438.0,1.18,1.17,1.13,1.1,1.3,68,1.0,1.4,95,1.43,3677043861429945984,7.618380999999999,16904171.384990647,3745.8358134204323,7.865697,9869076.790392565,7814.742412150103,7.2658423999999995,9963936.662515147,10096.905110504538,4.038183,4.0109496,4.065417
62017,6807,231,4.36,0.14,,,1536.0,1738.0,1804.0,956.0,3691.0,68,274.0,6494.0,95,34.0,1.31,1.31,1.32,1.2,1.4,68,1.1,1.6,95,1.35,3962902762799133952,7.379376400000001,21066664.26128267,5127.345283657103,7.6007147,12597066.99450985,13862.849491990413,7.064189999999999,11997534.418396026,21782.65675061026,3.9874754,3.9675492999999995,4.0074015
62043,6564,223,4.18,0.14,,,1466.0,1790.0,2207.0,972.0,4097.0,68,218.0,6310.0,95,2207.0,1.24,1.24,1.21,1.1,1.3,68,1.1,1.4,95,1.31,6056275114275627136,7.649786,16422222.179138456,3348.4296456230304,7.8888926999999995,9660467.20564441,8538.61488510161,7.305948700000001,9602592.398466272,11358.799906258408,3.6620326000000003,3.6464689,3.6775963
62125,7398,252,4.15,0.14,,,462.0,596.0,931.0,327.0,1324.0,68,69.0,1585.0,95,1067.0,1.51,1.52,1.49,1.4,1.6,68,1.4,1.6,95,1.57,3528915662071049728,6.879019,33399408.482520834,6581.265474461497,7.054659399999999,20830110.377019253,14267.889211062628,6.6281953,17926269.76130231,19548.500187585523,8.434184,8.390389,8.477979
62172,5653,192,1.85,0.14,,,4487.0,5482.0,7392.0,4723.0,9034.0,68,2512.0,8913.0,95,71.0,1.06,1.04,5.5,1.0,1.1,68,1.0,1.2,95,5.9,1540828283470718848,6.2164150000000005,61486587.70168959,11292.618915784204,6.473201,35585647.33499119,22994.844758018644,5.8567595,36480792.02016258,42098.53751788894,23.972025,23.825476000000002,24.118574
62576,9955,338,4.1,0.14,199.0,0.0,152.0,185.0,278.0,112.0,398.0,68,27.0,460.0,95,364.0,2.22,2.21,2.2,2.1,2.3,68,2.0,2.5,95,2.38,3961830154846485760,5.739357,95412125.68242128,66151.96598652157,5.775555000000001,67660196.91498241,154059.03541349104,5.722736,41273730.05407094,278122.88924672524,,,
62636,6632,225,4.42,0.14,,,1687.0,1964.0,2144.0,1142.0,4240.0,68,307.0,6879.0,95,41.0,1.27,1.26,1.27,1.2,1.4,68,1.1,1.5,95,1.28,3675611610095642240,6.8652143,33826774.68904203,8541.849885287715,7.1116867,19764259.66184682,20484.32474736498,6.5211177000000005,19784306.96766028,25132.83580477853,3.0872145,3.0762062,3.0982227000000004
62922,6324,215,4.34,0.14,,,2110.0,2601.0,3117.0,1540.0,5957.0,68,325.0,7499.0,95,1997.0,1.15,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.17,3499125219150163072,8.302831,8999409.29313374,2757.294700834024,8.575244,5134019.939682122,8993.977884964297,7.912319,5493389.402352869,8686.430921952293,2.1298764,2.1180587,2.1416939999999998
62972,8014,272,4.24,0.14,,,859.0,882.0,879.0,762.0,1042.0,68,596.0,1223.0,95,534.0,1.9,1.89,1.86,1.7,2.0,68,1.6,2.2,95,1.68,1515555871265897344,6.194918599999999,62716065.05287514,19241.68897155632,6.318239,41044936.20907656,38086.266324206765,6.026814,31191936.98192665,39590.293873870505,13.6969595,13.625566500000001,13.768352499999999
62983,9511,323,4.26,0.14,122.0,0.0,170.0,208.0,321.0,127.0,464.0,68,30.0,516.0,95,235.0,2.09,2.08,2.05,2.0,2.2,68,1.9,2.3,95,2.09,3529395598896680704,5.977308799999999,76634213.80845474,53623.50724697745,6.024191,53811972.58828624,126028.2758511158,5.925191000000001,34252443.18305819,242571.7025006381,,,
63099,6337,215,4.33,0.14,,,2487.0,2953.0,3302.0,1887.0,6262.0,68,473.0,7943.0,95,2055.0,1.17,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.18,3679210174214660992,7.51872,18529265.208970267,5529.09839133941,7.792565,10556726.630450768,17773.41395247079,7.1398387,11190063.111271868,21323.14076744629,2.074488,2.0665245,2.0824513
63151,7150,243,4.44,0.14,,,902.0,1136.0,1314.0,762.0,1856.0,68,173.0,2304.0,95,32.0,1.47,1.47,1.46,1.4,1.6,68,1.3,1.7,95,1.45,3524597879908969600,7.139139699999999,26283937.30096955,10212.380043184048,7.338878,16032598.392786035,28004.165071272,6.8612779999999995,14462945.804942995,53806.084728974696,4.527777700000001,4.504999,4.550555999999999
63155,6448,219,4.09,0.14,,,1680.0,2066.0,2548.0,1122.0,4732.0,68,244.0,6879.0,95,2623.0,1.19,1.19,1.18,1.1,1.3,68,1.0,1.4,95,1.33,3688877870719141120,7.263013000000001,23449909.5076595,57115.07012820813,7.1476274,19120726.28011528,1630305.0206881382,6.241943,25585318.24065962,443616.2269303777,,,
63182,6612,225,3.99,0.14,,,1165.0,1416.0,1911.0,668.0,3548.0,68,150.0,5957.0,95,2179.0,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.46,6085891799999588864,7.217689999999999,24449517.44637689,191297.02170740685,6.8857822,24335618.60666915,193221.4602513569,6.306201000000001,24115021.85350429,86993.29524748183,,,
63197,6644,226,4.45,0.14,,,1023.0,1232.0,1703.0,562.0,3255.0,68,122.0,5464.0,95,63.0,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.29,6139339536959806336,8.079794,11051688.646967452,3335.2903804066823,8.321067,6488261.526302551,6888.264966150511,7.7230425,6539595.932628355,12656.972791412085,2.7806217999999996,2.7638347000000003,2.7974088
63280,7322,249,4.25,0.14,,,1092.0,1218.0,1241.0,1016.0,1557.0,68,434.0,1939.0,95,637.0,1.6,1.58,1.52,1.4,1.7,68,1.4,1.8,95,1.51,6140582023756182656,7.4366517000000005,19984147.605333786,8143.21929422825,7.6202545,12372386.24308135,20243.22975598796,7.1733139999999995,10850313.615821043,21779.18822621413,6.6023326,6.5623837,6.6422815
63286,7074,241,4.39,0.14,,,517.0,649.0,986.0,316.0,1585.0,68,71.0,2175.0,95,32.0,1.4,1.41,1.41,1.3,1.5,68,1.2,1.5,95,1.41,3498999428147988736,6.8556967,34124603.10276634,13174.627004568372,7.054659,20830115.44172475,28326.81810590089,6.5800285,18739435.396960616,39902.98730385867,4.7190623,4.701965,4.73616
63320,7821,266,4.35,0.14,,,693.0,844.0,931.0,658.0,1169.0,68,194.0,1334.0,95,21.0,1.7,1.68,1.63,1.6,1.8,68,1.5,1.9,95,1.61,1463832026797092864,6.882380499999999,33296161.08137025,11282.782071243444,7.021012,21485747.82883444,34998.12873461749,6.6944814,16864578.309879687,22866.706203730137,7.183345,7.14152,7.2251697
63372,7243,246,4.28,0.14,,,669.0,851.0,1172.0,503.0,1664.0,68,103.0,2113.0,95,400.0,1.48,1.48,1.46,1.4,1.6,68,1.3,1.6,95,1.48,6134363770111184896,7.767670599999999,14732552.713353228,18183.812596294807,7.9451694,9172494.858304152,38775.83185216228,7.511849400000001,7943797.656851633,28441.135164911742,5.280016000000001,5.2412815,5.3187504
63411,6274,213,4.14,0.14,,,2006.0,2585.0,3398.0,1413.0,6131.0,68,290.0,7943.0,95,3623.0,1.13,1.12,1.1,1.0,1.2,68,1.0,1.3,95,1.23,5861901112307520512,7.515556299999999,18583336.163247794,4178.7525500247475,7.792680000000001,10555611.81401687,10556.753930696945,7.1301190000000005,11290691.632210387,19561.61094684949,2.758309,2.7487863999999997,2.7678312999999997
63477,6666,227,4.2,0.14,,,1220.0,1473.0,1857.0,708.0,3652.0,68,158.0,6131.0,95,1849.0,1.25,1.25,1.24,1.1,1.3,68,1.1,1.4,95,1.33,3525130799450804608,7.411459,20453271.6618778,5636.340615510054,7.6433716,12111740.668112716,13584.153825389172,7.079192,11832896.29695258,32755.880287679767,4.484814,4.459275,4.510353599999999
63493,6565,223,4.3,0.14,,,1786.0,2095.0,2271.0,1294.0,4191.0,68,345.0,6494.0,95,1332.0,1.26,1.26,1.24,1.2,1.4,68,1.1,1.4,95,1.27,3956998694596150912,8.132285000000001,10530089.30370771,2086.0927449609053,8.367521,6216510.909164013,3515.852210740808,7.784667,6178756.80694736,4412.969171727556,3.022957,3.0071487,3.0387654
63497,6497,221,4.13,0.14,,,1645.0,2003.0,2406.0,1090.0,4597.0,68,244.0,6879.0,95,2491.0,1.21,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.32,3940855699236632960,6.077941,69850577.91804864,19479.05331254924,6.3305197,40583303.42704443,65686.41357894159,5.7245707999999995,41204027.05132533,71540.98282208358,4.453801,4.443385,4.464217
63531,7840,267,4.32,0.14,,,417.0,546.0,806.0,328.0,1062.0,68,69.0,1189.0,95,82.0,1.64,1.63,1.6,1.6,1.7,68,1.5,1.8,95,1.62,3704896896143012608,7.176599,25392571.984712474,5671.268579896523,7.3175607000000005,16350501.600783614,13547.623989237318,6.978869,12978375.36498677,10799.170423238202,8.323419,8.265863000000001,8.380974
63562,6771,230,4.13,0.14,,,1412.0,1728.0,1804.0,1122.0,2738.0,68,290.0,4467.0,95,1822.0,1.36,1.35,1.35,1.3,1.4,68,1.2,1.6,95,1.4,6180493299411153536,7.764089,14781231.889500547,7379.782959336545,7.980061500000001,8882407.281639595,18001.380320965633,7.439056,8494653.54667534,19057.61262542001,5.56406,5.4993300000000005,5.628790400000001
63569,6868,234,4.3,0.14,,,959.0,1198.0,1562.0,668.0,2441.0,68,130.0,3548.0,95,386.0,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.38,3497935856806670720,7.1029572,27174618.892257325,8680.672762982684,7.3167553,16362633.27348986,33451.054699283086,6.7989144,15318007.425901935,40596.122938039065,4.3855642999999995,4.362627,4.408501599999999
63814,6553,223,3.96,0.14,,,1684.0,2017.0,2271.0,1189.0,4217.0,68,290.0,6494.0,95,2253.0,1.24,1.24,1.24,1.1,1.3,68,1.1,1.4,95,1.46,6140947954969683456,7.799859,14302191.891422104,3899.7701090084947,8.053064,8304810.293945055,13827.709926481743,7.442332700000001,8469053.70484707,21338.66457662099,4.9134765,4.876547,4.950406
63839,10659,362,4.46,0.14,149.0,1.0,200.0,251.0,294.0,186.0,346.0,68,58.0,376.0,95,7.0,2.55,2.54,2.5,2.4,2.7,68,2.3,2.9,95,2.84,5862028930545927936,6.6180449999999995,42474508.905653626,12572.767616988252,6.6338716,30690691.35284797,27966.532140161202,6.6384645,17757517.054772507,20816.90042340717,,,
63878,6340,216,4.18,0.14,,,3007.0,3289.0,3117.0,2227.0,5947.0,68,1122.0,8913.0,95,3082.0,1.21,1.2,1.13,1.1,1.3,68,1.0,1.4,95,1.24,3930209643540810752,7.8233147,13996532.837203113,3088.13709466435,8.087195,8047797.996485052,7563.251740631824,7.444683599999999,8450737.169812964,9541.398960434131,3.3980284,3.381075,3.4149818
63902,6475,220,4.26,0.14,,,2730.0,2681.0,2476.0,1917.0,3886.0,68,1480.0,5953.0,95,2167.0,1.33,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.24,3692887823985944064,7.896737,13081319.076949438,4315.751674271257,8.149728999999999,7597377.7229028335,9230.955404912227,7.5387454,7749432.516588145,12775.593732992906,2.8332446,2.817639,2.84885
63933,9179,312,4.19,0.14,83.0,0.0,297.0,369.0,494.0,261.0,596.0,68,65.0,649.0,95,397.0,2.04,2.03,2.0,1.9,2.1,68,1.8,2.3,95,2.05,1461347955152408960,6.499998000000001,47352943.89516298,11734.65177009722,6.549027,33185201.53846615,25124.707353053043,6.4627924000000005,20876177.464335546,42151.06708308857,,,
64030,6195,211,3.98,0.14,,,3742.0,3981.0,4532.0,2837.0,5359.0,62,1995.0,7499.0,95,3177.0,1.22,1.2,1.13,1.1,1.3,68,1.0,1.4,95,1.35,3690781915621397888,7.4186587,20318082.1738541,4899.099000704997,7.6761723,11751312.06870261,21023.420397947983,7.054924000000001,12100360.7141434,25897.067069017798,4.5692525,4.392144,4.746361
64056,6518,222,4.24,0.14,,,2535.0,2513.0,2337.0,1780.0,3303.0,64,1334.0,5788.0,95,2104.0,1.34,1.33,1.3,1.2,1.4,68,1.1,1.6,95,1.26,3620908467071718016,7.6169724,16926119.63710104,5414.06086516902,7.8688706999999996,9840266.971597388,12871.230890025117,7.259668400000001,10020761.4603391,19006.73768889904,3.0702868,3.0522535,3.08832
64177,6358,216,4.21,0.14,,,2359.0,2901.0,3029.0,1830.0,5788.0,68,447.0,7499.0,95,2997.0,1.18,1.17,1.15,1.1,1.3,68,1.0,1.3,95,1.22,6140926755011471872,7.935639,12620910.36484436,4839.600946910694,8.207832000000002,7201488.275723062,11611.822824483785,7.560194500000001,7597841.874349828,38445.3795867106,3.0597062000000004,3.0441113,3.0753012
64184,6612,225,4.24,0.14,,,2131.0,2217.0,2144.0,1585.0,3162.0,68,841.0,5788.0,95,1757.0,1.34,1.37,1.32,1.2,1.4,68,1.1,1.6,95,1.3,6055854551117476480,8.093935,10908686.609197993,3287.2024677156282,8.326964,6453118.889834891,3132.0489685765265,7.750792999999999,6374569.6073768735,3561.8244817676546,3.8602726,3.835234,3.8853114
64246,7268,247,4.27,0.14,,,657.0,866.0,1172.0,516.0,1585.0,68,109.0,1939.0,95,405.0,1.49,1.49,1.46,1.4,1.6,68,1.3,1.7,95,1.49,1523092817316419712,5.8349195,87373238.80520913,57584.849671647156,6.0153284000000005,54253013.17585445,80903.23313270412,5.5788054,47124397.58048534,79600.02203842677,12.267348,12.204885,12.329811999999999
64310,6632,225,4.38,0.14,,,1583.0,1542.0,1518.0,1265.0,2061.0,62,937.0,2853.0,94,38.0,1.77,1.77,1.8,1.6,2.0,68,1.4,2.2,95,1.29,6141313954902664832,7.880656,13276511.032229133,7335.005306030388,8.12705,7757736.76904071,21455.633263227384,7.530439,7808946.895759078,18681.818350025336,3.1511152,3.1329078999999997,3.1693225
64390,6687,227,4.37,0.14,,,1011.0,1238.0,1703.0,613.0,2985.0,68,130.0,4870.0,95,37.0,1.27,1.27,1.27,1.2,1.4,68,1.1,1.4,95,1.31,5843943613492830720,5.795248,90624801.55273566,49036.03414089121,6.038328,53115843.84147558,101006.09892077447,5.465198,52322535.60678845,81858.27313408969,6.218651,6.2013555,6.235946
64407,6346,216,3.85,0.14,,,2923.0,3190.0,3117.0,2239.0,5464.0,68,891.0,7499.0,95,3135.0,1.21,1.2,1.15,1.1,1.3,68,1.0,1.4,95,1.39,3511640513332581504,4.8513236,216180654.53845358,721044.6713213429,5.165326599999999,118692895.40056825,304498.99749047845,4.5275545,124092710.5872322,492932.65881376533,9.101548,9.026483,9.176614
64453,6959,237,4.31,0.14,,,677.0,866.0,1277.0,436.0,1991.0,68,89.0,2738.0,95,100.0,1.37,1.37,1.35,1.3,1.5,68,1.2,1.5,95,1.41,3716628375973783168,7.28879,22899723.215501767,5515.080838462585,7.496239,13869461.087877918,17456.1170788075,6.991964299999999,12822783.486075524,14718.001668957382,4.970712000000001,4.9473519999999995,4.9940724
64466,10228,348,3.97,0.14,237.0,0.0,341.0,351.0,350.0,320.0,395.0,68,259.0,434.0,95,367.0,2.67,2.65,2.59,2.4,2.8,68,2.3,3.1,95,2.63,5857898924355221376,5.87248,84402308.60546477,39404.826222764335,5.9214535,59152610.88294821,59353.763028873516,5.836027,37184084.47725679,134255.2087428069,,,
64511,6545,223,4.16,0.14,,,2222.0,2441.0,2337.0,1662.0,3585.0,66,729.0,6131.0,95,2322.0,1.3,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.32,3609064115501251072,7.4503520000000005,19733560.41390633,6943.040391193358,7.6994095,11502481.84359188,22307.61273653649,7.102032,11586576.077418027,36724.852171751154,4.4551444,4.425493,4.484796
64527,9112,310,4.31,0.14,118.0,0.0,217.0,268.0,404.0,166.0,566.0,68,38.0,631.0,95,145.0,1.98,1.97,1.94,1.9,2.0,68,1.8,2.2,95,1.94,1688161226683509504,6.5379543,45726143.29697276,16215.335873359387,6.605675,31498157.846402824,82599.79295923267,6.4764996,20614277.57451042,60574.32203531756,,,
64597,6476,220,4.37,0.14,,,2829.0,2901.0,2476.0,1890.0,4399.0,68,1334.0,6494.0,95,385.0,1.32,1.31,1.21,1.1,1.4,68,1.1,1.6,95,1.24,6166799019526822272,7.682760000000001,15930977.533159396,5419.352895444237,7.949964,9132078.189467857,26106.08210427055,7.3161783,9512542.327861147,31841.735956029628,4.341387999999999,4.314416400000001,4.36836
64790,6612,225,4.15,0.14,,,2125.0,2278.0,2207.0,1508.0,4108.0,68,579.0,6494.0,95,2133.0,1.3,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.34,5858834368253510272,5.9351797,79666269.13596815,35970.64354920561,6.179037,46659535.19580552,57693.672704555196,5.592582,46530228.32003082,107383.11258348636,5.3537087,5.2698503,5.437567
64799,6829,232,4.35,0.14,,,1219.0,1540.0,1703.0,917.0,2585.0,68,211.0,4217.0,95,33.0,1.36,1.36,1.35,1.3,1.5,68,1.2,1.5,95,1.36,3688223626941592320,7.335119000000001,21943136.22528944,5853.290949209866,7.552594999999999,13167919.816305164,16007.2709379306,7.022163000000001,12471046.42685431,22426.058935647816,4.005787000000001,3.9839172,4.0276566
64819,6511,221,4.24,0.14,,,2488.0,2393.0,2207.0,1679.0,3162.0,68,1413.0,5012.0,95,2143.0,1.44,1.44,1.46,1.3,1.6,68,1.1,1.8,95,1.26,3609593118033074816,8.012833,11754743.388669586,4837.258810923098,8.273517,6778735.522958263,13748.854369964334,7.646505,7017236.798484037,23616.261686719776,4.486676,4.4494467,4.5239058
64834,7101,241,4.04,0.14,,,920.0,1163.0,1353.0,773.0,1920.0,68,178.0,2441.0,95,1478.0,1.46,1.45,1.44,1.4,1.5,68,1.3,1.6,95,1.57,3623497335919494144,6.799139,35949316.59235561,30615.46465509335,6.992138400000001,22064794.839925844,79367.08965014826,6.5320849999999995,19585474.318857674,81358.82011561716,8.11633,8.071197999999999,8.161462
64890,6476,220,4.37,0.14,,,1917.0,2286.0,2548.0,1372.0,4732.0,68,335.0,6879.0,95,452.0,1.22,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.24,1556591638078513920,7.8319445000000005,13885720.496632032,3893.5243111370833,8.078737,8110735.3831478935,9098.26251598287,7.475678,8212906.157377496,13883.65621187,2.5359385,2.5262208,2.5456562000000003
64921,8100,275,4.34,0.14,,,396.0,516.0,718.0,316.0,944.0,68,69.0,1090.0,95,18.0,1.71,1.7,1.66,1.6,1.8,68,1.6,1.9,95,1.67,5784835792507168640,7.023237,29244985.99725624,9154.64882555434,7.142175999999999,19216963.706819404,20377.063148640118,6.866098,14398881.446576426,26635.930857161628,9.837505,9.793376,9.881635000000001
64979,7500,255,4.04,0.14,,,426.0,533.0,854.0,307.0,1222.0,68,65.0,1413.0,95,1170.0,1.55,1.54,1.52,1.5,1.6,68,1.4,1.7,95,1.68,1473208318361479296,5.9384822999999995,79424283.29146293,32361.378080412636,6.100679,50151472.74952597,63953.03260671291,5.710217500000001,41752353.42455067,70057.01236813366,12.457055,12.398793,12.515317
64996,6315,215,4.5,0.14,,,2118.0,2615.0,3398.0,1542.0,6440.0,68,325.0,7943.0,95,47.0,1.14,1.13,1.1,1.0,1.2,68,1.0,1.3,95,1.2,6193387066111387904,8.135389,10500034.43647581,5750.681472128786,8.416065,5944691.391441729,23173.436799347997,7.743981,6414688.352912746,12594.261202050237,1.5458496000000002,1.5329258,1.5587733
65010,6403,218,4.26,0.14,,,2947.0,3050.0,2778.0,2104.0,4907.0,68,1240.0,7024.0,95,2555.0,1.26,1.24,1.18,1.1,1.4,68,1.0,1.5,95,1.21,5859163225323022976,7.549885000000001,18004971.843342394,3552.2297178035633,7.7997723,10486879.315772088,7411.2917956302135,7.1920834000000005,10664356.573003298,14298.529643172364,2.6589353,2.6498604,2.6680102000000003
65085,6694,228,4.36,0.14,,,1070.0,1372.0,1804.0,688.0,2985.0,68,141.0,4732.0,95,35.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.32,3938447493893947776,7.193560000000001,24998980.534486856,4645.809429144405,7.424384599999999,14818404.783156708,11839.53671208734,6.8632,14437362.323820645,18720.02463614965,3.4763286,3.4632834999999997,3.4893737000000002
65089,7842,267,4.4,0.14,,,280.0,339.0,554.0,188.0,866.0,68,43.0,1029.0,95,25.0,1.63,1.62,1.6,1.6,1.7,68,1.5,1.7,95,1.62,6083262244920009088,7.9001637,13040095.597826658,4643.141015375039,8.035960000000001,8436669.274796596,6585.376521615283,7.697641,6694399.082276276,5073.565972139392,6.970932,6.913996000000001,7.027867999999999
65101,6559,223,4.12,0.14,,,1575.0,1911.0,2207.0,1092.0,4088.0,68,251.0,6131.0,95,2307.0,1.25,1.24,1.24,1.2,1.3,68,1.1,1.4,95,1.35,3506267371806255616,7.471030000000001,19361284.124215856,7956.188400637304,7.719644000000001,11290094.453151815,25521.64696452457,7.127339999999999,11319626.071705075,44880.313809736814,4.333207,4.3111267,4.3552876
65109,9743,331,4.18,0.14,79.0,0.0,147.0,179.0,270.0,107.0,413.0,68,26.0,473.0,95,324.0,2.15,2.14,2.11,2.0,2.2,68,2.0,2.4,95,2.23,6165699748415726848,2.6858432,1588579794.2151823,4690363.016766521,6.0637774,51885301.70103537,44082280.62232479,6.746996,16068285.47021595,16692088.938517425,,,
65175,6446,219,3.58,0.14,,,2512.0,2818.0,2623.0,1884.0,4732.0,68,708.0,6879.0,95,1641.0,1.24,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.77,6194416483872872960,7.0580106,28323184.79159797,9593.8431486478,7.2888575,16788513.10384567,76278.36750109447,6.6689067,17266542.985925972,140193.80820473927,11.971043,11.892173,12.049911999999999
